,question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct_flag,question_flag,accuracy
7078,q7840,b5464,e5464,b,7,159;158;162;149;178,1.56863E+12,102,154,0.662337662
7079,q7841,b5465,e5465,c,7,155;158;162;179;178;148;178,1.56863E+12,128,187,0.684491979
7080,q7842,b5465,e5465,c,7,155;158;162;179;178;153;178,1.56863E+12,119,222,0.536036036
7081,q7843,b5465,e5465,d,7,155;158;162;179;178;149;178,1.56863E+12,57,211,0.27014218
7082,q7844,b5465,e5465,c,7,155;158;162;179;178;149;178,1.56863E+12,120,185,0.648648649
7083,q7845,b5465,e5465,d,7,155;158;162;179;178;149;178,1.56863E+12,156,190,0.821052632
7084,q7846,b5466,e5466,b,7,146;147;162;179;178;153;178,1.56863E+12,101,105,0.961904762
7085,q7847,b5466,e5466,a,7,146;147;162;179;178;153;178,1.56863E+12,95,119,0.798319328
7086,q7848,b5466,e5466,c,7,146;147;162;179;178;149;178,1.56863E+12,76,149,0.510067114
7087,q7849,b5466,e5466,b,7,146;147;162;179;178;156;178,1.56863E+12,82,139,0.589928058
7088,q7850,b5466,e5466,c,7,146;147;162;179;178;149;178,1.56863E+12,146,171,0.85380117
7089,q7851,b5467,e5467,b,7,171;161;165;153;178,1.56863E+12,314,361,0.869806094
7090,q7852,b5467,e5467,c,7,171;161;165;153;178,1.56863E+12,244,419,0.582338902
7091,q7853,b5467,e5467,a,7,171;161;165;149;178,1.56863E+12,215,519,0.414258189
7092,q7854,b5467,e5467,d,7,171;161;165;149;178,1.56863E+12,276,498,0.554216867
7093,q7855,b5467,e5467,d,7,171;161;165;149;178,1.56863E+12,428,719,0.59527121
7094,q7856,b5468,e5468,d,7,159;158;162;151;178,1.56289E+12,66,88,0.75
7095,q7857,b5468,e5468,c,7,159;158;162;156;178,1.56289E+12,65,84,0.773809524
7096,q7858,b5468,e5468,b,7,159;158;162;149;178,1.56289E+12,63,87,0.724137931
7097,q7859,b5468,e5468,c,7,159;158;162;156;178,1.56289E+12,49,84,0.583333333
7098,q7860,b5468,e5468,c,7,159;158;162;153;178,1.56289E+12,86,138,0.623188406
7099,q7861,b5469,e5469,a,7,155;158;162;151;178,1.56289E+12,87,95,0.915789474
7100,q7862,b5469,e5469,d,7,155;158;162;149;178,1.56289E+12,62,163,0.380368098
7101,q7863,b5469,e5469,b,7,155;158;162;150;178,1.56289E+12,72,138,0.52173913
7102,q7864,b5469,e5469,c,7,155;158;162;153;178,1.56289E+12,88,115,0.765217391
7103,q7865,b5469,e5469,a,7,155;158;162;149;178,1.56289E+12,102,131,0.778625954
7104,q7866,b5470,e5470,c,7,146;158;162;151;178,1.56289E+12,65,91,0.714285714
7105,q7867,b5470,e5470,d,7,146;158;162;153;178,1.56289E+12,61,83,0.734939759
7106,q7868,b5470,e5470,b,7,146;158;162;149;178,1.56289E+12,70,117,0.598290598
7107,q7869,b5470,e5470,a,7,146;158;162;149;178,1.56289E+12,72,85,0.847058824
7108,q7870,b5470,e5470,b,7,146;158;162;153;178,1.56289E+12,78,131,0.595419847
7109,q7871,b5471,e5471,d,7,159;172;162;153;178,1.56289E+12,133,160,0.83125
7110,q7872,b5471,e5471,b,7,159;172;162;153;178,1.56289E+12,122,161,0.757763975
7111,q7873,b5471,e5471,c,7,159;172;162;149;178,1.56289E+12,118,199,0.592964824
7112,q7874,b5471,e5471,c,7,159;172;162;149;178,1.56289E+12,121,178,0.679775281
7113,q7875,b5471,e5471,b,7,159;172;162;151;178,1.56289E+12,157,255,0.615686275
7114,q7876,b5472,e5472,c,7,146;158;162;156;178,1.56289E+12,55,77,0.714285714
7115,q7877,b5472,e5472,c,7,146;158;162;149;178,1.56289E+12,45,80,0.5625
7116,q7878,b5472,e5472,d,7,146;158;162;149;178,1.56289E+12,38,72,0.527777778
7117,q7879,b5472,e5472,d,7,146;158;162;153;178,1.56289E+12,60,79,0.759493671
7118,q7880,b5472,e5472,c,7,146;158;162;151;178,1.56289E+12,64,102,0.62745098
7119,q7881,b5473,e5473,a,7,155;158;162;148;178,1.57128E+12,78,136,0.573529412
7120,q7882,b5473,e5473,a,7,155;158;162;153;178,1.57128E+12,72,75,0.96
7121,q7883,b5473,e5473,c,7,155;158;162;151;178,1.57128E+12,45,108,0.416666667
7122,q7884,b5473,e5473,c,7,155;158;162;153;178,1.57128E+12,60,81,0.740740741
7123,q7885,b5473,e5473,b,7,155;158;162;149;178,1.57128E+12,95,127,0.748031496
7124,q7886,b5474,e5474,c,7,170;172;173;149;178,1.57128E+12,307,465,0.660215054
7125,q7887,b5474,e5474,d,7,170;172;173;153;178,1.57128E+12,304,367,0.828337875
7126,q7888,b5474,e5474,b,7,170;172;173;149;178,1.57128E+12,255,379,0.672823219
7127,q7889,b5474,e5474,d,7,170;172;173;149;178,1.57128E+12,280,389,0.719794344
7128,q7890,b5474,e5474,a,7,170;172;173;149;178,1.57128E+12,352,567,0.620811287
7129,q7891,b5475,e5475,d,7,170;158;162;151;178,1.57128E+12,97,157,0.617834395
7130,q7892,b5475,e5475,a,7,170;158;162;150;178,1.57128E+12,110,174,0.632183908
7131,q7893,b5475,e5475,c,7,170;158;162;149;178,1.57128E+12,123,163,0.754601227
7132,q7894,b5475,e5475,d,7,170;158;162;149;178,1.57128E+12,97,188,0.515957447
7133,q7895,b5475,e5475,b,7,170;158;162;156;178,1.57128E+12,136,310,0.438709677
7134,q7927,b5487,e5487,c,7,159;153;177,-1,9,16,0.5625
7135,q7928,b5487,e5487,c,7,159;156;177,-1,10,15,0.666666667
7136,q7954,b5496,e5496,a,7,155;149;177,1.52342E+12,39,118,0.330508475
7137,q7955,b5496,e5496,b,7,155;149;177,1.52342E+12,67,93,0.720430108
7138,q7956,b5496,e5496,d,7,155;156;177,1.52342E+12,71,93,0.76344086
7139,q7957,b5496,e5496,a,7,155;169;177,1.52342E+12,93,109,0.853211009
7140,q7958,b5497,e5497,a,7,157;179;177;148;177,-1,27,42,0.642857143
7141,q7959,b5497,e5497,b,7,157;179;177;149;177,-1,23,33,0.696969697
7142,q7960,b5497,e5497,d,7,157;179;177;153;177,-1,23,34,0.676470588
7143,q7961,b5497,e5497,c,7,157;179;177;169;177,-1,23,52,0.442307692
7144,q7962,b5498,e5498,d,7,170;149;177,1.52342E+12,116,233,0.497854077
7145,q7963,b5498,e5498,c,7,170;156;177,1.52342E+12,136,198,0.686868687
7146,q7964,b5498,e5498,b,7,170;169;177,1.52342E+12,109,225,0.484444444
7147,q7965,b5499,e5499,c,7,155;148;177,1.52342E+12,48,82,0.585365854
7148,q7966,b5499,e5499,c,7,155;149;177,1.52342E+12,33,81,0.407407407
7149,q7967,b5499,e5499,c,7,155;169;177,1.52342E+12,54,78,0.692307692
7150,q7968,b5500,e5500,c,7,155;172;162;149;178,1.56864E+12,117,290,0.403448276
7151,q7969,b5500,e5500,b,7,155;172;162;149;178,1.56864E+12,171,225,0.76
7152,q7970,b5500,e5500,c,7,155;172;162;150;178,1.56864E+12,171,265,0.645283019
7153,q7971,b5500,e5500,c,7,155;172;162;148;178,1.56864E+12,138,286,0.482517483
7154,q7972,b5500,e5500,b,7,155;172;162;149;178,1.56864E+12,107,373,0.286863271
7155,q7973,b5501,e5501,b,7,159;158;166;149;178,1.56864E+12,185,352,0.525568182
7156,q7974,b5501,e5501,a,7,159;158;166;149;178,1.56864E+12,218,272,0.801470588
7157,q7975,b5501,e5501,d,7,159;158;166;149;178,1.56864E+12,201,238,0.844537815
7158,q7976,b5501,e5501,a,7,159;158;166;151;178,1.56864E+12,107,309,0.346278317
7159,q7977,b5501,e5501,c,7,159;158;166;149;178,1.56864E+12,273,366,0.745901639
7160,q7978,b5502,e5502,b,7,159;147;166;148;178,1.56864E+12,119,218,0.54587156
7161,q7979,b5502,e5502,c,7,159;147;166;149;178,1.56864E+12,139,199,0.698492462
7162,q7980,b5502,e5502,c,7,159;147;166;149;178,1.56864E+12,98,192,0.510416667
7163,q7981,b5502,e5502,a,7,159;147;166;149;178,1.56864E+12,132,183,0.721311475
7164,q7982,b5502,e5502,d,7,159;147;166;151;178,1.56864E+12,128,266,0.481203008
7165,q7983,b5503,e5503,d,7,159;147;166;153;178,1.56864E+12,142,257,0.552529183
7166,q7984,b5503,e5503,a,7,159;147;166;151;178,1.56864E+12,163,291,0.560137457
7167,q7985,b5503,e5503,b,7,159;147;166;148;178,1.56864E+12,151,243,0.621399177
7168,q7986,b5503,e5503,a,7,159;147;166;149;178,1.56864E+12,145,301,0.481727575
7169,q7987,b5503,e5503,c,7,159;147;166;149;178,1.56864E+12,179,374,0.478609626
7170,q7988,b5504,e5504,c,7,146;158;162;153;178,1.56864E+12,45,51,0.882352941
7171,q7989,b5504,e5504,b,7,146;158;162;149;178,1.56864E+12,37,54,0.685185185
7172,q7990,b5504,e5504,b,7,146;158;162;153;178,1.56864E+12,45,45,1
7173,q7991,b5504,e5504,c,7,146;158;162;149;178,1.56864E+12,28,75,0.373333333
7174,q7992,b5504,e5504,b,7,146;158;162;156;178,1.56864E+12,88,104,0.846153846
7175,q7993,b5505,e5505,a,7,159;158;166;150;178,1.56864E+12,129,248,0.52016129
7176,q7994,b5505,e5505,d,7,159;158;166;153;178,1.56864E+12,142,148,0.959459459
7177,q7995,b5505,e5505,a,7,159;158;166;149;178,1.56864E+12,129,162,0.796296296
7178,q7996,b5505,e5505,d,7,159;158;166;149;178,1.56864E+12,138,196,0.704081633
7179,q7997,b5505,e5505,a,7,159;158;166;149;178,1.56864E+12,175,230,0.760869565
7180,q7998,b5506,e5506,b,7,167;148;177,1.52342E+12,63,120,0.525
7181,q7999,b5506,e5506,a,7,167;168;177,1.52342E+12,82,110,0.745454545
7182,q8000,b5506,e5506,d,7,167;149;177,1.52342E+12,66,138,0.47826087
7183,q8001,b5506,e5506,d,7,167;153;177,1.52342E+12,87,147,0.591836735
7184,q8002,b5507,e5507,b,7,167;148;177,1.52342E+12,56,83,0.674698795
7185,q8003,b5507,e5507,c,7,167;149;177,1.52342E+12,62,85,0.729411765
7186,q8004,b5507,e5507,c,7,167;153;177,1.52342E+12,59,71,0.830985915
7187,q8005,b5507,e5507,a,7,167;168;177,1.52342E+12,75,124,0.60483871
7188,q8006,b5508,e5508,b,7,167;149;177,1.52342E+12,40,55,0.727272727
7189,q8007,b5508,e5508,a,7,167;153;177,1.52342E+12,47,48,0.979166667
7190,q8008,b5508,e5508,d,7,167;156;177,1.52342E+12,49,61,0.803278689
7191,q8009,b5508,e5508,c,7,167;168;177,1.52342E+12,72,97,0.742268041
7192,q8010,b5509,e5509,a,7,167;149;177,1.52342E+12,27,43,0.627906977
7193,q8011,b5509,e5509,b,7,167;168;177,1.52342E+12,36,53,0.679245283
7194,q8012,b5509,e5509,a,7,167;153;177,1.52342E+12,30,42,0.714285714
7195,q8013,b5509,e5509,b,7,167;153;177,1.52342E+12,47,60,0.783333333
7196,q8014,b5510,e5510,c,7,167;148;177,1.52342E+12,85,124,0.685483871
7197,q8015,b5510,e5510,d,7,167;168;177,1.52342E+12,63,115,0.547826087
7198,q8016,b5510,e5510,c,7,167;149;177,1.52342E+12,92,130,0.707692308
7199,q8017,b5510,e5510,a,7,167;149;177,1.52342E+12,208,413,0.503631961
7200,q8018,b5511,e5511,b,7,167;148;177,1.52342E+12,120,291,0.412371134
7201,q8019,b5511,e5511,a,7,167;168;177,1.52342E+12,152,250,0.608
7202,q8020,b5511,e5511,a,7,167;150;177,1.52342E+12,165,243,0.679012346
7203,q8021,b5511,e5511,b,7,167;153;177,1.52342E+12,123,301,0.408637874
7204,q8022,b5512,e5512,a,7,167;149;177,1.52342E+12,54,57,0.947368421
7205,q8023,b5512,e5512,d,7,167;153;177,1.52342E+12,55,94,0.585106383
7206,q8024,b5512,e5512,c,7,167;153;177,1.52342E+12,59,69,0.855072464
7207,q8025,b5512,e5512,b,7,167;168;177,1.52342E+12,63,112,0.5625
7208,q8026,b5513,e5513,b,7,167;153;177,1.52342E+12,31,57,0.543859649
7209,q8027,b5513,e5513,d,7,167;148;177,1.52342E+12,41,62,0.661290323
7210,q8028,b5513,e5513,b,7,167;156;177,1.52342E+12,35,69,0.507246377
7211,q8029,b5513,e5513,a,7,167;168;177,1.52342E+12,66,78,0.846153846
7212,q8030,b5514,e5514,b,7,167;153;177,1.52342E+12,44,60,0.733333333
7213,q8031,b5514,e5514,b,7,167;153;177,1.52342E+12,55,61,0.901639344
7214,q8032,b5514,e5514,d,7,167;168;177,1.52342E+12,38,62,0.612903226
7215,q8033,b5514,e5514,b,7,167;149;177,1.52342E+12,46,97,0.474226804
7216,q8034,b5515,e5515,d,7,167;153;177,1.52342E+12,54,64,0.84375
7217,q8035,b5515,e5515,c,7,167;156;177,1.52342E+12,39,72,0.541666667
7218,q8036,b5515,e5515,a,7,167;168;177,1.52342E+12,50,64,0.78125
7219,q8037,b5515,e5515,b,7,167;156;177,1.52342E+12,69,87,0.793103448
7220,q8038,b5516,e5516,a,7,155;148;177,1.52342E+12,24,53,0.452830189
7221,q8039,b5516,e5516,c,7,155;149;177,1.52342E+12,38,45,0.844444444
7222,q8040,b5516,e5516,b,7,155;150;177,1.52342E+12,55,80,0.6875
7223,q8041,b5517,e5517,d,7,157;179;177;148;177,1.52342E+12,32,37,0.864864865
7224,q8042,b5517,e5517,a,7,157;179;177;149;177,1.52342E+12,41,59,0.694915254
7225,q8043,b5518,e5518,c,7,146;149;177,1.52342E+12,42,70,0.6
7226,q8044,b5518,e5518,c,7,146;153;177,1.52342E+12,47,54,0.87037037
7227,q8045,b5518,e5518,a,7,146;153;177,1.52342E+12,47,85,0.552941176
7228,q8049,b5520,e5520,c,1,13;2;181,1.51456E+12,273,359,0.760445682
7229,q8050,b5521,e5521,c,1,8;2;179;182,1.51456E+12,140,168,0.833333333
7230,q8051,b5522,e5522,a,1,8;2;179;183,1.51456E+12,130,161,0.807453416
7231,q8052,b5523,e5523,c,1,20;21;179;184,1.51456E+12,452,592,0.763513514
7232,q8053,b5524,e5524,b,1,6;7;181,1.51456E+12,135,187,0.721925134
7233,q8054,b5525,e5525,b,1,6;7;179;182,1.51456E+12,213,271,0.78597786
7234,q8055,b5526,e5526,d,1,8;2;183,1.51456E+12,150,257,0.583657588
7235,q8056,b5527,e5527,d,1,5;2;184,1.51456E+12,276,372,0.741935484
7236,q8057,b5528,e5528,a,1,8;2;183,1.51456E+12,513,1240,0.413709677
7237,q8058,b5529,e5529,b,1,4;2;182,1.51456E+12,119,129,0.92248062
7238,q8059,b5530,e5530,a,1,8;2;179;181,1.51456E+12,114,128,0.890625
7239,q8060,b5531,e5531,a,1,9;2;179;182,1.51456E+12,102,105,0.971428571
7240,q8061,b5532,e5532,b,1,180;2;183,1.51456E+12,804,940,0.855319149
7241,q8062,b5533,e5533,b,1,9;2;184,1.51456E+12,139,170,0.817647059
7242,q8063,b5534,e5534,b,1,17;7;181,1.51456E+12,258,283,0.911660777
7243,q8064,b5535,e5535,c,1,12;2;179;182,1.51456E+12,197,224,0.879464286
7244,q8065,b5536,e5536,d,1,22;2;183,1.51456E+12,485,936,0.518162393
7245,q8067,b5538,e5538,d,1,13;2;179;183,1.51456E+12,197,308,0.63961039
7246,q8068,b5539,e5539,b,1,1;2;182,1.51456E+12,399,493,0.809330629
7247,q8069,b5540,e5540,a,1,8;2;181,1.52663E+12,268,337,0.795252226
7248,q8070,b5541,e5541,c,1,22;2;182,1.52663E+12,307,394,0.779187817
7249,q8071,b5542,e5542,a,1,4;2;183,1.52663E+12,261,374,0.697860963
7250,q8072,b5543,e5543,a,1,6;7;184,1.52663E+12,195,246,0.792682927
7251,q8073,b5544,e5544,c,1,16;2;179;181,1.52663E+12,150,190,0.789473684
7252,q8074,b5545,e5545,c,1,11;7;183,1.52663E+12,554,1082,0.512014787
7253,q8075,b5546,e5546,b,1,22;2;183,1.52663E+12,249,308,0.808441558
7254,q8076,b5547,e5547,d,1,4;2;179;182,1.52663E+12,223,319,0.699059561
7255,q8077,b5548,e5548,d,1,14;2;183,1.51456E+12,185,260,0.711538462
7256,q8078,b5549,e5549,a,1,9;2;183,1.51456E+12,332,462,0.718614719
7257,q8079,b5550,e5550,b,1,16;2;181,1.51456E+12,114,140,0.814285714
7258,q8080,b5551,e5551,d,1,1;2;185,1.51456E+12,245,361,0.67867036
7259,q8081,b5552,e5552,a,1,18;7;185,1.51456E+12,236,272,0.867647059
7260,q8082,b5553,e5553,c,1,22;2;181,1.51456E+12,291,329,0.88449848
7261,q8083,b5554,e5554,c,1,12;2;183,1.51456E+12,165,211,0.781990521
7262,q8084,b5555,e5555,b,1,6;7;183,1.51456E+12,405,503,0.805168986
7263,q8085,b5556,e5556,c,1,10;7;181,1.51456E+12,194,233,0.832618026
7264,q8086,b5557,e5557,b,1,9;2;183,1.51456E+12,463,564,0.820921986
7265,q8087,b5558,e5558,d,1,15;2;181,1.51456E+12,133,163,0.81595092
7266,q8088,b5559,e5559,c,1,8;2;183,1.51456E+12,95,120,0.791666667
7267,q8089,b5560,e5560,c,1,10;7;185,1.51456E+12,257,321,0.800623053
7268,q8090,b5561,e5561,d,1,1;2;185,1.51456E+12,338,575,0.587826087
7269,q8091,b5562,e5562,a,1,4;2;181,1.51456E+12,175,432,0.405092593
7270,q8092,b5563,e5563,b,1,6;7;183,1.51456E+12,439,824,0.53276699
7271,q8093,b5564,e5564,c,1,13;2;179;181,1.51456E+12,279,325,0.858461538
7272,q8094,b5565,e5565,d,1,4;2;179;182,1.51456E+12,140,195,0.717948718
7273,q8095,b5566,e5566,b,1,20;21;179;183,1.51456E+12,366,447,0.818791946
7274,q8096,b5567,e5567,d,1,19;2;184,1.51456E+12,824,1725,0.477681159
7275,q8097,b5568,e5568,a,1,11;7;181,1.51456E+12,405,668,0.606287425
7276,q8098,b5569,e5569,b,1,5;2;182,1.51456E+12,556,693,0.802308802
7277,q8099,b5570,e5570,a,1,16;2;183,1.51456E+12,387,490,0.789795918
7278,q8100,b5571,e5571,c,1,14;2;184,1.51456E+12,148,184,0.804347826
7279,q8101,b5572,e5572,a,1,11;7;183,1.51456E+12,459,1054,0.435483871
7280,q8102,b5573,e5573,d,1,17;7;182,1.51456E+12,317,839,0.377830751
7281,q8103,b5574,e5574,d,1,16;2;181,1.51456E+12,385,592,0.650337838
7282,q8104,b5575,e5575,c,1,8;2;182,1.51456E+12,99,108,0.916666667
7283,q8105,b5576,e5576,a,1,4;2;183,1.51456E+12,147,214,0.686915888
7284,q8106,b5577,e5577,a,1,5;2;181,1.51456E+12,329,576,0.571180556
7285,q8107,b5578,e5578,b,1,8;2;182,1.51456E+12,127,163,0.779141104
7286,q8108,b5579,e5579,d,1,18;7;183,1.51456E+12,611,1237,0.493936944
7287,q8109,b5580,e5580,b,1,16;2;181,1.55809E+12,239,272,0.878676471
7288,q8110,b5581,e5581,a,1,3;2;182,1.55809E+12,201,226,0.889380531
7289,q8111,b5582,e5582,c,1,10;7;179;183,1.55809E+12,295,605,0.487603306
7290,q8112,b5583,e5583,d,1,1;2;179;184,1.55809E+12,238,357,0.666666667
7291,q8113,b5584,e5584,a,1,11;7;181,1.55809E+12,527,820,0.642682927
7292,q8114,b5585,e5585,a,1,14;2;179;182,1.55809E+12,469,712,0.658707865
7293,q8115,b5586,e5586,c,1,6;7;179;183,1.55809E+12,210,257,0.817120623
7294,q8116,b5587,e5587,b,1,1;2;184,1.55809E+12,140,164,0.853658537
7295,q8118,b5589,e5589,a,1,6;7;182,1.55809E+12,480,801,0.599250936
7296,q8119,b5590,e5590,b,1,5;2;179;182,1.56869E+12,111,126,0.880952381
7297,q8120,b5591,e5591,a,1,9;2;183,1.56869E+12,104,108,0.962962963
7298,q8121,b5592,e5592,a,1,1;2;179;184,1.56869E+12,193,220,0.877272727
7299,q8122,b5593,e5593,d,1,3;2;181,1.56869E+12,294,485,0.606185567
7300,q8123,b5594,e5594,c,1,6;7;182,1.56869E+12,157,231,0.67965368
7301,q8124,b5595,e5595,a,1,6;7;183,1.56869E+12,194,260,0.746153846
7302,q8125,b5596,e5596,c,1,18;7;184,1.56869E+12,520,795,0.65408805
7303,q8126,b5597,e5597,c,1,17;7;179;183,1.56869E+12,276,374,0.737967914
7304,q8127,b5598,e5598,b,1,6;7;182,1.56869E+12,171,225,0.76
7305,q8128,b5599,e5599,b,1,12;2;181,1.51456E+12,123,132,0.931818182
7306,q8129,b5600,e5600,a,1,15;2;183,1.51456E+12,145,195,0.743589744
7307,q8130,b5601,e5601,d,1,5;2;179;184,1.51456E+12,80,92,0.869565217
7308,q8131,b5602,e5602,d,1,18;7;181,1.51456E+12,380,708,0.536723164
7309,q8132,b5603,e5603,c,1,6;7;182,1.51456E+12,257,339,0.758112094
7310,q8133,b5604,e5604,c,1,11;7;183,1.51456E+12,397,615,0.645528455
7311,q8134,b5605,e5605,c,1,17;7;179;184,1.51456E+12,375,535,0.700934579
7312,q8135,b5606,e5606,a,1,4;2;179;183,1.51456E+12,190,221,0.859728507
7313,q8137,b5608,e5608,a,1,16;2;183,1.51456E+12,484,538,0.899628253
7314,q8139,b5610,e5610,b,1,12;2;182,1.51456E+12,187,214,0.873831776
7315,q8140,b5611,e5611,b,1,3;2;181,1.51456E+12,680,1171,0.580700256
7316,q8142,b5613,e5613,c,1,4;2;183,1.51456E+12,347,548,0.633211679
7317,q8143,b5614,e5614,c,1,3;2;179;181,1.51456E+12,453,694,0.652737752
7318,q8144,b5615,e5615,d,1,9;2;182,1.51456E+12,80,97,0.824742268
7319,q8145,b5616,e5616,d,1,12;2;183,1.51456E+12,257,356,0.721910112
7320,q8146,b5617,e5617,b,1,22;2;184,1.51456E+12,182,204,0.892156863
7321,q8147,b5618,e5618,c,1,9;2;179;181,1.51456E+12,118,145,0.813793103
7322,q8148,b5619,e5619,d,1,5;2;179;182,1.51456E+12,94,118,0.796610169
7323,q8149,b5620,e5620,b,1,17;7;183,1.51456E+12,435,687,0.633187773
7324,q8150,b5621,e5621,a,1,12;2;179;184,1.51456E+12,162,168,0.964285714
7325,q8151,b5622,e5622,a,1,6;7;183,1.51456E+12,176,263,0.669201521
7326,q8152,b5623,e5623,c,1,20;21;182,1.51456E+12,325,396,0.820707071
7327,q8153,b5624,e5624,c,1,6;7;183,1.51456E+12,127,172,0.738372093
7328,q8154,b5625,e5625,b,1,9;2;183,1.51456E+12,746,873,0.854524628
7329,q8155,b5626,e5626,d,1,15;2;181,1.51456E+12,166,310,0.535483871
7330,q8156,b5627,e5627,a,1,6;7;185,1.51456E+12,290,422,0.687203791
7331,q8160,b5631,e5631,c,1,1;2;183,1.51456E+12,118,138,0.855072464
7332,q8161,b5632,e5632,d,1,5;2;181,1.51456E+12,222,275,0.807272727
7333,q8162,b5633,e5633,b,1,20;21;185,1.51456E+12,749,1476,0.507452575
7334,q8163,b5634,e5634,b,1,16;2;179;181,1.53441E+12,508,724,0.701657459
7335,q8164,b5635,e5635,d,1,5;2;179;182,1.53441E+12,98,130,0.753846154
7336,q8165,b5636,e5636,d,1,13;2;183,1.53441E+12,292,691,0.422575977
7337,q8166,b5637,e5637,d,1,17;7;184,1.53441E+12,294,660,0.445454545
7338,q8167,b5638,e5638,c,1,9;2;179;181,1.53441E+12,347,542,0.640221402
7339,q8168,b5639,e5639,b,1,6;7;179;182,1.53441E+12,257,418,0.614832536
7340,q8169,b5640,e5640,d,1,5;2;183,1.53441E+12,99,145,0.682758621
7341,q8170,b5641,e5641,a,1,10;7;184,1.53441E+12,400,566,0.706713781
7342,q8171,b5642,e5642,c,1,16;2;179;183,1.53441E+12,116,154,0.753246753
7343,q8172,b5643,e5643,a,1,20;21;182,1.53441E+12,612,926,0.660907127
7344,q8173,b5644,e5644,c,1,15;2;179;181,1.56289E+12,221,264,0.837121212
7345,q8174,b5645,e5645,c,1,5;2;182,1.56289E+12,342,524,0.652671756
7346,q8175,b5646,e5646,a,1,6;7;179;183,1.56289E+12,249,309,0.805825243
7347,q8176,b5647,e5647,a,1,4;2;184,1.56289E+12,432,760,0.568421053
7348,q8177,b5648,e5648,b,1,1;2;179;181,1.56289E+12,450,664,0.677710843
7349,q8178,b5649,e5649,c,1,9;2;182,1.56289E+12,227,343,0.66180758
7350,q8179,b5650,e5650,a,1,18;7;179;183,1.56289E+12,423,710,0.595774648
7351,q8180,b5651,e5651,d,1,6;7;184,1.56289E+12,128,180,0.711111111
7352,q8181,b5652,e5652,b,1,14;2;183,1.56289E+12,434,669,0.648729447
7353,q8182,b5653,e5653,b,1,4;2;182,1.56289E+12,345,550,0.627272727
7354,q8183,b5654,e5654,c,5,88,1.53923E+12,116,146,0.794520548
7355,q8184,b5655,e5655,a,5,86,1.53923E+12,105,271,0.387453875
7356,q8185,b5656,e5656,b,5,74,1.53923E+12,99,127,0.779527559
7357,q8186,b5657,e5657,d,5,71,1.53923E+12,91,163,0.558282209
7358,q8187,b5658,e5658,c,5,83,1.53923E+12,96,111,0.864864865
7359,q8188,b5659,e5659,b,5,119,1.53923E+12,122,180,0.677777778
7360,q8189,b5660,e5660,c,5,74,1.53923E+12,112,138,0.811594203
7361,q8190,b5661,e5661,d,5,77,1.53923E+12,68,194,0.350515464
7362,q8191,b5662,e5662,c,5,76,1.53923E+12,89,210,0.423809524
7363,q8192,b5663,e5663,a,5,86,1.53923E+12,78,136,0.573529412
7364,q8193,b5664,e5664,c,5,130,1.53923E+12,157,291,0.5395189
7365,q8194,b5665,e5665,c,5,98,1.53923E+12,96,119,0.806722689
7366,q8195,b5666,e5666,a,5,81,1.53923E+12,105,224,0.46875
7367,q8196,b5667,e5667,a,5,83,1.53923E+12,104,137,0.759124088
7368,q8197,b5668,e5668,a,5,85,1.53923E+12,92,117,0.786324786
7369,q8198,b5669,e5669,c,5,88,1.53923E+12,155,262,0.591603053
7370,q8199,b5670,e5670,b,5,74,1.53923E+12,84,161,0.52173913
7371,q8200,b5671,e5671,a,5,71,1.49759E+12,90,111,0.810810811
7372,q8201,b5672,e5672,c,5,78,1.53923E+12,93,131,0.709923664
7373,q8202,b5673,e5673,b,5,76,1.53923E+12,105,153,0.68627451
7374,q8203,b5674,e5674,d,5,78,1.53923E+12,94,128,0.734375
7375,q8204,b5675,e5675,b,5,77,1.53923E+12,97,154,0.62987013
7376,q8205,b5676,e5676,c,5,104,1.53923E+12,135,196,0.68877551
7377,q8206,b5677,e5677,c,5,77,1.53923E+12,70,154,0.454545455
7378,q8207,b5678,e5678,a,5,85,1.53923E+12,98,178,0.550561798
7379,q8208,b5679,e5679,c,5,133,1.53923E+12,148,353,0.419263456
7380,q8209,b5680,e5680,b,5,113,1.53923E+12,124,248,0.5
7381,q8210,b5681,e5681,a,5,85,1.53923E+12,81,126,0.642857143
7382,q8211,b5682,e5682,d,5,119,1.53923E+12,84,133,0.631578947
7383,q8212,b5683,e5683,b,7,146;160;156;176,1.52342E+12,182,301,0.604651163
7384,q8213,b5683,e5683,a,7,146;160;149;176,1.52342E+12,213,297,0.717171717
7385,q8214,b5683,e5683,c,7,146;160;153;176,1.52342E+12,150,313,0.479233227
7386,q8215,b5683,e5683,c,7,146;160;149;176,1.52342E+12,190,361,0.526315789
7387,q8216,b5683,e5683,b,7,146;160;151;176,1.52342E+12,234,374,0.625668449
7388,q8217,b5684,e5684,b,7,157;147;148;176,1.52342E+12,121,185,0.654054054
7389,q8218,b5684,e5684,c,7,157;147;149;176,1.52342E+12,130,159,0.817610063
7390,q8219,b5684,e5684,a,7,157;147;149;176,1.52342E+12,79,177,0.446327684
7391,q8220,b5684,e5684,d,7,157;147;156;176,1.52342E+12,130,188,0.691489362
7392,q8221,b5684,e5684,d,7,157;147;150;176,1.52342E+12,135,265,0.509433962
7393,q8222,b5685,e5685,c,7,155;154;179;176;153;176,1.52342E+12,160,223,0.717488789
