,username,num_of_questions_answered,num_of_correct_answers,num_of_explanations,num_of_lectures,devicesUsed,confidence_level,payments,duration,accuracy,mixed_cols,combined_metric
7224,u284841,178,132,103,22,web,26,1,15552000000,0.7415730337078652,0.018551399008143024,0.3077600528880319
7225,u284843,9,3,0,0,web,1,0,0,0.3333333333333333,0.0005510316537072186,0.13366395232555767
7226,u284847,6,3,0,0,web,1,0,0,0.5,0.00036735443580481234,0.2002204126614829
7227,u284850,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7228,u284853,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7229,u284856,1,1,0,0,web,1,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7230,u284857,10,4,0,0,web,6,0,0,0.4,0.0006122573930080206,0.16036735443580485
7231,u284868,10,6,0,0,web,0,0,0,0.6,0.0006122573930080206,0.24036735443580481
7232,u284869,8,5,0,0,web,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7233,u284878,1,0,0,0,web,2,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7234,u284879,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7235,u284880,1,1,0,0,web,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7236,u284881,10,4,0,0,web,1,0,0,0.4,0.0006122573930080206,0.16036735443580485
7237,u284882,3,1,0,0,web,0,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
7238,u284883,7,5,0,0,web,2,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7239,u284884,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7240,u284885,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7241,u284886,7,0,6,0,mobile,0,0,0,0.0,0.0007959346109104267,0.000477560766546256
7242,u284887,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7243,u284890,1,1,0,0,web,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7244,u284891,7,3,5,0,mobile,0,0,0,0.42857142857142855,0.0007347088716096247,0.1718693967515372
7245,u284892,6,1,0,0,mobile,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7246,u284894,8,5,0,0,mobile,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7247,u284909,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7248,u284919,6,5,0,0,mobile,2,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7249,u284920,10,4,0,0,mobile,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
7250,u284921,140,84,143,3,mobile,147,0,0,0.6,0.01751056144002939,0.25050633686401763
7251,u284922,9,6,0,0,mobile,0,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
7252,u284924,6,5,0,0,web,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7253,u284925,153,94,160,0,mobile,130,0,0,0.6143790849673203,0.019163656401151044,0.25724982782761874
7254,u284927,51,43,13,0,Unknown,11,1,15552000000,0.8431372549019608,0.003918447315251331,0.3396059703499351
7255,u284931,91,38,94,6,Unknown,90,1,5184000000,0.4175824175824176,0.011694116206453192,0.17404943675683895
7256,u284932,14,8,2,0,mobile,1,0,0,0.5714285714285714,0.0009796118288128328,0.22915919566871626
7257,u284933,10,6,0,0,web,32,0,0,0.6,0.0006122573930080206,0.24036735443580481
7258,u284935,36,17,36,0,mobile,0,0,0,0.4722222222222222,0.0044082532296577485,0.19153384082668354
7259,u284936,11,4,0,1,mobile,0,0,0,0.36363636363636365,0.0007347088716096247,0.14589537077751125
7260,u284937,180,134,174,4,mobile,2,1,15552000000,0.7444444444444445,0.021918814669687137,0.3109290665795901
7261,u284951,6,5,0,0,mobile,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7262,u284978,6,1,0,0,web,1,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7263,u284979,6,4,0,0,web,2,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7264,u284987,8,2,0,0,mobile,0,0,0,0.25,0.0004898059144064164,0.10029388354864385
7265,u284992,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7266,u2850,345,183,246,33,Unknown,195,1,15552000000,0.5304347826086957,0.03820486132370048,0.23509682983769858
7267,u285008,3,3,0,0,mobile,0,0,0,1.0,0.00018367721790240617,0.40011020633074146
7268,u285009,9,5,0,0,mobile,0,0,0,0.5555555555555556,0.0005510316537072186,0.22255284121444657
7269,u285018,1,1,0,0,web,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7270,u285021,6,1,0,0,mobile,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7271,u285022,10,8,0,0,web,0,0,0,0.8,0.0006122573930080206,0.3203673544358049
7272,u285023,7,1,0,0,mobile,0,0,0,0.14285714285714285,0.0004285801751056144,0.05740000524792051
7273,u285024,8,4,0,0,mobile,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
7274,u285027,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7275,u285030,2,0,0,0,web,0,0,0,0.0,0.0001224514786016041,7.347088716096246e-05
7276,u285032,8,4,0,0,web,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
7277,u285035,8,3,0,0,mobile,0,0,0,0.375,0.0004898059144064164,0.15029388354864387
7278,u285036,5,1,0,0,web,0,0,0,0.2,0.0003061286965040103,0.08018367721790243
7279,u285044,6,4,0,0,mobile,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7280,u285050,6,2,0,0,web,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7281,u285051,6,4,0,0,web,1,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7282,u285078,8,6,0,0,web,1,0,0,0.75,0.0004898059144064164,0.3002938835486439
7283,u285079,5,1,0,0,mobile,0,0,0,0.2,0.0003061286965040103,0.08018367721790243
7284,u285086,1,0,0,0,web,3,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7285,u285092,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7286,u285093,8,5,0,0,mobile,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7287,u2851,1558,1208,1443,119,mobile,2,2,19872000000,0.7753530166880617,0.19102430661850242,0.4247557906463262
7288,u285118,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7289,u285124,9,6,0,0,web,0,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
7290,u285130,7,3,0,0,web,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
7291,u285140,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7292,u285141,5,0,0,0,mobile,0,0,0,0.0,0.0003061286965040103,0.00018367721790240617
7293,u285142,4,3,0,0,mobile,1,0,0,0.75,0.0002449029572032082,0.300146941774322
7294,u285143,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7295,u285144,10,6,0,0,web,0,0,0,0.6,0.0006122573930080206,0.24036735443580481
7296,u285145,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7297,u285147,8,2,0,0,web,0,0,0,0.25,0.0004898059144064164,0.10029388354864385
7298,u285150,5,5,0,0,web,0,0,0,1.0,0.0003061286965040103,0.40018367721790243
7299,u285151,6,5,0,0,web,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7300,u285152,7,5,0,0,web,3,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7301,u285153,13,7,6,0,mobile,3,0,0,0.5384615384615384,0.0011632890467152392,0.21608258881264453
7302,u285155,27,17,20,0,mobile,9,0,0,0.6296296296296297,0.0028776097471376965,0.2535784177001345
7303,u285156,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7304,u285157,7,4,3,0,web,1,0,0,0.5714285714285714,0.0006122573930080206,0.2289387830072334
7305,u285169,7,1,0,0,mobile,0,0,0,0.14285714285714285,0.0004285801751056144,0.05740000524792051
7306,u285179,5,3,0,0,web,2,0,0,0.6,0.0003061286965040103,0.2401836772179024
7307,u285181,7,3,0,0,web,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
7308,u285183,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7309,u285184,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7310,u285185,3,1,0,0,mobile,0,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
7311,u285187,10,6,0,0,web,0,0,0,0.6,0.0006122573930080206,0.24036735443580481
7312,u285190,11,6,4,0,web,6,0,0,0.5454545454545454,0.0009183860895120309,0.21873284983552538
7313,u285192,6,2,0,0,mobile,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7314,u285194,6,4,0,0,web,1,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7315,u285196,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7316,u2852,654,386,672,34,mobile,504,0,0,0.5902140672782875,0.0832670054490908,0.2860458301807695
7317,u285208,9,3,0,0,web,3,0,0,0.3333333333333333,0.0005510316537072186,0.13366395232555767
7318,u285209,2,2,0,0,web,0,0,0,1.0,0.0001224514786016041,0.400073470887161
7319,u285218,8,5,0,0,web,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7320,u285219,9,6,0,0,web,0,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
7321,u285220,6,2,0,0,web,2,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7322,u285222,59,32,51,0,mobile,0,1,7776000000,0.5423728813559322,0.0067348313230882265,0.22099005133622585
7323,u285223,8,5,0,0,web,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7324,u285224,10,4,0,0,web,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
7325,u285225,11,6,5,0,mobile,1,0,0,0.5454545454545454,0.0009796118288128328,0.21876958527910587
7326,u285226,6,2,0,0,web,1,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7327,u285227,9,4,0,0,web,0,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
7328,u285232,18,12,9,0,mobile,7,0,0,0.6666666666666666,0.0016530949611216555,0.26765852364333964
7329,u285233,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7330,u285234,9,6,0,0,mobile,0,0,0,0.6666666666666666,0.0005510316537072186,0.26699728565889097
7331,u285235,6,2,0,0,web,7,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7332,u285246,5,2,0,0,web,0,0,0,0.4,0.0003061286965040103,0.16018367721790244
7333,u285247,3,1,0,0,web,0,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
7334,u285252,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7335,u285253,6,2,0,0,web,4,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7336,u285284,8,3,0,0,mobile,0,0,0,0.375,0.0004898059144064164,0.15029388354864387
7337,u285285,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7338,u285290,2,2,0,0,web,6,0,0,1.0,0.0001224514786016041,0.400073470887161
7339,u285291,10,2,0,0,web,12,0,0,0.2,0.0006122573930080206,0.08036735443580482
7340,u2853,302,203,211,6,Unknown,57,1,2592000000,0.6721854304635762,0.031776158697116266,0.28793986740370026
7341,u285326,7,3,0,0,mobile,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
7342,u285327,9,7,0,0,web,0,0,0,0.7777777777777778,0.0005510316537072186,0.3114417301033354
7343,u285333,18,11,10,0,web,0,0,0,0.6111111111111112,0.0017143207004224575,0.24547303686469793
7344,u285341,17,10,9,0,web,3,0,0,0.5882352941176471,0.0015918692218208534,0.23624923918015137
7345,u285342,1,1,0,0,web,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7346,u285343,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7347,u285344,7,2,0,0,web,3,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
7348,u285345,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7349,u285346,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7350,u285347,4,1,0,0,web,2,0,0,0.25,0.0002449029572032082,0.10014694177432193
7351,u285350,4,1,0,0,web,3,0,0,0.25,0.0002449029572032082,0.10014694177432193
7352,u285353,5,1,0,0,web,1,0,0,0.2,0.0003061286965040103,0.08018367721790243
7353,u285354,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7354,u285355,10,7,0,0,mobile,0,0,0,0.7,0.0006122573930080206,0.2803673544358048
7355,u285356,10,5,0,0,web,0,0,0,0.5,0.0006122573930080206,0.20036735443580483
7356,u285357,7,2,0,0,mobile,0,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
7357,u285368,7,1,0,0,web,0,0,0,0.14285714285714285,0.0004285801751056144,0.05740000524792051
7358,u285369,7,4,0,0,web,1,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7359,u285378,10,5,0,0,web,0,0,0,0.5,0.0006122573930080206,0.20036735443580483
7360,u285379,8,4,0,0,web,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
7361,u285380,2,2,0,0,mobile,0,0,0,1.0,0.0001224514786016041,0.400073470887161
7362,u285381,5,2,0,0,mobile,2,0,0,0.4,0.0003061286965040103,0.16018367721790244
7363,u285382,81,58,76,1,web,60,0,0,0.7160493827160493,0.009673666809526724,0.2922239531721358
7364,u285383,6,2,0,0,web,19,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7365,u285384,3,0,0,0,web,0,0,0,0.0,0.00018367721790240617,0.0001102063307414437
7366,u285386,9,5,0,0,web,1,0,0,0.5555555555555556,0.0005510316537072186,0.22255284121444657
7367,u285387,10,6,9,0,mobile,0,0,0,0.6,0.0011632890467152392,0.24069797342802912
7368,u285390,1,0,0,0,mobile,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7369,u285391,3,2,2,6,Unknown,0,1,15552000000,0.6666666666666666,0.0006734831323088226,0.26707075654605195
7370,u285392,6,3,0,0,web,1,0,0,0.5,0.00036735443580481234,0.2002204126614829
7371,u285393,6,3,0,0,web,2,0,0,0.5,0.00036735443580481234,0.2002204126614829
7372,u285394,7,5,0,0,web,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7373,u285395,8,1,0,0,mobile,0,0,0,0.125,0.0004898059144064164,0.05029388354864385
7374,u285396,8,0,0,0,mobile,0,0,0,0.0,0.0004898059144064164,0.00029388354864384985
7375,u285397,3,0,0,0,web,1,0,0,0.0,0.00018367721790240617,0.0001102063307414437
7376,u2854,87,58,47,0,web,0,0,0,0.6666666666666666,0.008204249066307475,0.27158921610645115
7377,u285408,5,4,0,0,mobile,1,0,0,0.8,0.0003061286965040103,0.3201836772179025
7378,u285418,10,5,0,0,web,0,0,0,0.5,0.0006122573930080206,0.20036735443580483
7379,u285419,10,9,0,0,web,0,0,0,0.9,0.0006122573930080206,0.36036735443580487
7380,u285420,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7381,u285421,7,0,0,0,web,13,0,0,0.0,0.0004285801751056144,0.0002571481050633686
7382,u285422,1,1,0,0,web,1,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7383,u285423,7,2,0,0,web,1,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
7384,u285424,10,7,0,0,web,4,0,0,0.7,0.0006122573930080206,0.2803673544358048
7385,u285425,8,6,0,0,web,0,0,0,0.75,0.0004898059144064164,0.3002938835486439
7386,u285426,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7387,u285430,3,2,0,0,web,0,0,0,0.6666666666666666,0.00018367721790240617,0.2667768729974081
7388,u285431,7,3,0,0,mobile,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
7389,u285432,6,5,0,0,web,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7390,u285433,4,1,0,0,web,0,0,0,0.25,0.0002449029572032082,0.10014694177432193
7391,u285434,10,10,0,0,web,0,0,0,1.0,0.0006122573930080206,0.40036735443580485
7392,u285435,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7393,u285436,101,82,95,1,web,2,0,0,0.8118811881188119,0.012061470642258005,0.3319893576328796
7394,u285437,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7395,u285440,10,4,0,0,web,13,0,0,0.4,0.0006122573930080206,0.16036735443580485
7396,u285455,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7397,u285468,6,1,0,0,web,3,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7398,u285482,10,5,0,0,web,5,0,0,0.5,0.0006122573930080206,0.20036735443580483
7399,u285483,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7400,u285496,10,4,0,0,web,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
7401,u2855,62,37,54,0,mobile,4,0,0,0.5967741935483871,0.007102185758893038,0.24297098887469068
7402,u285508,8,2,0,0,mobile,0,0,0,0.25,0.0004898059144064164,0.10029388354864385
7403,u285509,8,5,0,0,mobile,0,0,0,0.625,0.0004898059144064164,0.25029388354864385
7404,u285520,9,1,0,0,web,1,0,0,0.1111111111111111,0.0005510316537072186,0.044775063436668774
7405,u285521,7,4,0,0,web,1,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7406,u285535,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7407,u285540,548,319,573,20,mobile,324,0,0,0.5821167883211679,0.06985856854221514,0.27476185645379625
7408,u285541,4,0,0,0,web,0,0,0,0.0,0.0002449029572032082,0.00014694177432192493
7409,u285542,11,8,0,0,mobile,0,0,0,0.7272727272727273,0.0006734831323088226,0.29131318078847623
7410,u285543,7,3,0,0,web,0,0,0,0.42857142857142855,0.0004285801751056144,0.1716857195336348
7411,u285544,10,7,0,0,web,0,0,0,0.7,0.0006122573930080206,0.2803673544358048
7412,u285545,6,1,0,0,web,1,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7413,u285546,9,4,0,0,web,27,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
7414,u285547,1,0,0,0,web,1,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7415,u285550,7,5,0,0,web,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7416,u285551,9,4,0,0,web,1,0,0,0.4444444444444444,0.0005510316537072186,0.17810839677000212
7417,u285552,10,6,1,0,web,4,0,0,0.6,0.0006734831323088226,0.24040408987938527
7418,u285553,10,4,0,0,web,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
7419,u285555,13,6,1,0,mobile,1,0,0,0.46153846153846156,0.0008571603502112288,0.18512968082551137
7420,u285556,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7421,u285557,10,7,0,0,web,0,0,0,0.7,0.0006122573930080206,0.2803673544358048
7422,u285569,6,5,0,0,web,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7423,u285578,6,1,0,0,web,1,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7424,u285579,4,2,0,0,mobile,0,0,0,0.5,0.0002449029572032082,0.20014694177432193
7425,u285580,8,4,1,0,mobile,0,0,0,0.5,0.0005510316537072186,0.20033061899222435
7426,u285581,47,27,39,0,web,13,0,0,0.574468085106383,0.005265413579868977,0.2329464821904746
7427,u285582,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7428,u285584,6,2,0,0,mobile,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7429,u285585,8,6,0,0,mobile,0,0,0,0.75,0.0004898059144064164,0.3002938835486439
7430,u285586,11,5,0,0,web,2,0,0,0.45454545454545453,0.0006734831323088226,0.1822222716975671
7431,u285587,9,3,0,0,mobile,0,0,0,0.3333333333333333,0.0005510316537072186,0.13366395232555767
7432,u285590,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7433,u285593,5,1,0,0,web,5,0,0,0.2,0.0003061286965040103,0.08018367721790243
7434,u285596,61,43,64,1,mobile,16,0,0,0.7049180327868853,0.007714443151901059,0.2865958790058947
7435,u2856,1601,1248,1521,53,mobile,1553,1,31104000000,0.7795128044971893,0.19439172228004653,0.4284401551669037
7436,u285618,27,13,19,0,mobile,0,0,0,0.48148148148148145,0.0028163840078368947,0.19428242299729473
7437,u285622,8,4,0,0,web,1,0,0,0.5,0.0004898059144064164,0.20029388354864386
7438,u285626,10,4,0,0,web,0,0,0,0.4,0.0006122573930080206,0.16036735443580485
7439,u285631,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7440,u285632,1,0,0,0,mobile,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7441,u285636,2,1,0,0,mobile,1,0,0,0.5,0.0001224514786016041,0.200073470887161
7442,u285681,7,5,0,0,web,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7443,u285695,3,2,0,0,mobile,0,0,0,0.6666666666666666,0.00018367721790240617,0.2667768729974081
7444,u2857,43,22,35,0,Unknown,26,1,4320000000,0.5116279069767442,0.00477560766546256,0.20751652738997522
7445,u285723,7,5,0,0,web,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7446,u285736,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7447,u285741,10,5,0,0,web,7,0,0,0.5,0.0006122573930080206,0.20036735443580483
7448,u285743,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7449,u285744,10,4,0,0,web,13,0,0,0.4,0.0006122573930080206,0.16036735443580485
7450,u285745,7,4,0,0,web,1,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7451,u285746,10,8,0,0,web,1,0,0,0.8,0.0006122573930080206,0.3203673544358049
7452,u285747,7,5,0,0,web,0,0,0,0.7142857142857143,0.0004285801751056144,0.28597143381934914
7453,u285750,6,4,0,0,web,15,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7454,u285752,6,1,0,0,web,3,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7455,u285753,14,8,4,0,web,4,0,0,0.5714285714285714,0.0011020633074144371,0.22923266655587723
7456,u285755,10,4,0,0,web,1,0,0,0.4,0.0006122573930080206,0.16036735443580485
7457,u285756,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7458,u285757,8,1,0,0,web,1,0,0,0.125,0.0004898059144064164,0.05029388354864385
7459,u285768,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7460,u285769,10,5,0,0,mobile,7,0,0,0.5,0.0006122573930080206,0.20036735443580483
7461,u285778,6,5,0,0,web,0,0,0,0.8333333333333334,0.00036735443580481234,0.33355374599481624
7462,u285779,10,9,0,0,web,2,0,0,0.9,0.0006122573930080206,0.36036735443580487
7463,u285780,10,8,0,0,web,0,0,0,0.8,0.0006122573930080206,0.3203673544358049
7464,u285781,7,2,0,0,web,0,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
7465,u285784,10,6,0,0,web,0,0,0,0.6,0.0006122573930080206,0.24036735443580481
7466,u285787,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7467,u285791,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7468,u285792,8,4,0,0,mobile,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
7469,u285793,3,1,0,0,web,3,0,0,0.3333333333333333,0.00018367721790240617,0.13344353966407477
7470,u285794,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7471,u285797,8,3,0,0,web,2,0,0,0.375,0.0004898059144064164,0.15029388354864387
7472,u285800,10,3,0,0,mobile,0,0,0,0.3,0.0006122573930080206,0.1203673544358048
7473,u285801,4,4,0,0,web,14,0,0,1.0,0.0002449029572032082,0.400146941774322
7474,u285802,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7475,u285803,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7476,u285804,1,0,0,0,web,0,0,0,0.0,6.122573930080205e-05,3.673544358048123e-05
7477,u285805,139,97,137,2,mobile,69,0,0,0.697841726618705,0.01702075552562297,0.2893491439628558
7478,u285806,8,3,0,0,web,0,0,0,0.375,0.0004898059144064164,0.15029388354864387
7479,u285807,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7480,u285810,2,1,0,0,web,0,0,0,0.5,0.0001224514786016041,0.200073470887161
7481,u285811,6,3,0,0,web,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7482,u285812,5,1,0,0,web,0,0,0,0.2,0.0003061286965040103,0.08018367721790243
7483,u285813,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7484,u285815,6,1,0,0,web,1,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7485,u285816,7,4,0,0,web,0,0,0,0.5714285714285714,0.0004285801751056144,0.22882857667649192
7486,u285817,6,1,0,0,web,0,0,0,0.16666666666666666,0.00036735443580481234,0.06688707932814955
7487,u285839,2,0,0,0,mobile,2,0,0,0.0,0.0001224514786016041,7.347088716096246e-05
7488,u285865,47,32,39,1,mobile,0,0,0,0.6808510638297872,0.005326639319169779,0.27553640912341676
7489,u285871,1,1,0,0,mobile,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7490,u285904,7,2,0,0,web,1,0,0,0.2857142857142857,0.0004285801751056144,0.11454286239077766
7491,u285905,10,6,0,0,web,0,0,0,0.6,0.0006122573930080206,0.24036735443580481
7492,u285910,6,2,0,0,web,3,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7493,u285911,6,4,0,0,web,1,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7494,u285938,6,2,0,0,web,0,0,0,0.3333333333333333,0.00036735443580481234,0.13355374599481623
7495,u285958,6,4,0,0,web,0,0,0,0.6666666666666666,0.00036735443580481234,0.26688707932814953
7496,u285959,6,6,0,0,mobile,0,0,0,1.0,0.00036735443580481234,0.4002204126614829
7497,u285964,27,19,15,0,mobile,1,0,0,0.7037037037037037,0.0025714810506336865,0.2830243701118617
7498,u285966,4,4,0,0,mobile,7,0,0,1.0,0.0002449029572032082,0.400146941774322
7499,u285970,8,4,0,0,mobile,0,0,0,0.5,0.0004898059144064164,0.20029388354864386
7500,u285972,6,3,0,0,mobile,0,0,0,0.5,0.00036735443580481234,0.2002204126614829
7501,u285973,14,4,3,0,mobile,1,0,0,0.2857142857142857,0.0010408375681136349,0.11491021682658246
7502,u285974,1,1,0,0,mobile,0,0,0,1.0,6.122573930080205e-05,0.4000367354435805
7503,u285975,2,0,0,0,web,0,0,0,0.0,0.0001224514786016041,7.347088716096246e-05
